title,production_companies,revenue
Prairie Love,,0.0
Heathcliff: The Movie,"['dic enterprises', 'lbs communications', 'mcnaught syndicate']",0.0
Everly,"['crime scene pictures', 'radius-twc', 'anonymous content', 'vega, baby!']",0.0
"Daddy, I'm A Zombie","['abra producciones', 'digital dreams films']",0.0
Zodiac,"['cinetel films', 'zodiac pictures']",0.0
CamarÃ³n: When Flamenco Became Legend,"['filmanova invest', 'monoria films']",0.0
Outrage Beyond,['bandai visual company (japan)'],0.0
The Mark of Cain,,0.0
From Zero to Hero,"['radiotelevizija crne gore', 'delirium', 'artikulacija']",0.0
The Humanoid,['merope'],0.0
Kocken,,0.0
Vanishing Waves,"['eurimages', 'acajou films', 'tremora', 'media programme of the european community', 'lietuvos respublikos kulturos ministerija', 'les films 2 cinema']",0.0
The Little Drummer Girl,"['bavaria film', 'warner bros.', 'pan arts']",0.0
The Little Death,"['head gear films', 'spectrum films', 'see pictures', 'metrol technology']",0.0
Pinocchio,['lucky red'],0.0
Kenny Begins,"['nordisk film', 'sveriges television (svt)', 'film i skã¥ne', 'filmgate films', 'fladen filmrights', 'ihrevik', 'lunatic speed', 'seat 13']",0.0
Sandor slash Ida,,0.0
Bit by Bit,"['svenska filminstitutet', 'svensk filmindustri', 'sveriges television']",0.0
Help! I'm A Fish,['tv2 danmark'],0.0
Tsatsiki,"['danmarks radio (dr)', 'film i vã¤st', 'felicia film']",0.0
Dark Dungeons,,0.0
Bert: The Last Virgin,,0.0
One in a Million,"['svt drama', 'lefwander kapitalfã¶rvaltning ab', 'svensk filmindustri (sf)', 'cafã© opera']",0.0
Sunes sommar,,0.0
Lotta Leaves Home,"['svt drama', 'svensk filmindustri (sf)', 'astrid lindgrens vã¤rld']",0.0
Lotta on Rascal Street,"['svt drama', 'svensk filmindustri (sf)', 'astrid lindgrens vã¤rld']",0.0
Babar The Movie,"['new line cinema', 'astral films', 'forum distribution']",0.0
Karlsson on the Roof,"['artfilm', 'svensk filmindustri (sf)']",0.0
The Girls,['sandrews'],0.0
Â¡MÃ¡talo!,"['copercines, cooperativa cinematogrã¡fica', 'rofima cinematografica', 'lais s. a.']",0.0
"Io, Emmanuelle",['rofima cinematografica'],0.0
The Case of the Bloody Iris,"['galassia cinematografica', 'lea film']",0.0
Darker Than Night,"['filmadora nacional', 'neo art', 'celeste films', 'pantelion films']",0.0
Uprise,,0.0
Story of My Death,"['televisiã³ de catalunya (tv3)', 'andergraun films', 'capricci films']",0.0
The Blue Room,['alfama films'],0.0
Vic+Flo Saw a Bear,"['super ã‰cran', 'metafilms', 'la maison de prod']",0.0
Grandmother,"['centerstage productions', 'swift productions']",0.0
Our Sunhi,['jeonwonsa film co.'],0.0
Two Years at Sea,,0.0
A Spell to Ward Off the Darkness,,0.0
The Last Time I Saw Macao,"['instituto do cinema e do audiovisual (ica)', 'blackmaria', 'epicentre films']",0.0
When Evening Falls on Bucharest or Metabolism,"['les films du worso', '42 km film']",0.0
Septien,,0.0
Two Shots Fired,"['jirafa', 'pandora films', 'ruda cine', 'jirafa films']",0.0
Finisterrae,"['eddie saeta s.a.', 'sonar advanced music', 'advanced music']",0.0
The Distance,,0.0
A Gun in Each Hand,"['televisiã³ de catalunya tv3', 'televisiã³n espaã±ola tve', 'impossible films']",0.0
Borsalino,"['paramount pictures', 'marianne productions', 'adel productions']",3.0
Finsterworld,,0.0
Gangsters,"['lgm productions', 'a.j.o.z. films']",0.0
Weekender,,0.0
Plot of Fear,"['centro produzioni cinematografiche cittã\xa0 di milano', 'g.p.e. enterprises']",0.0
Bank Shot,['landers-roberts productions'],0.0
Anotherworld,,0.0
Ten Minutes Older,['rigas kinostudija'],0.0
Of Horses and Men,"['filmhuset gruppen', 'leiknar myndir']",11.0
The Fox and the Hound 2,"['walt disney pictures', 'disneytoon studios', 'hot donut productions']",0.0
Monsterman,"['film i vã¤st', 'jabfilm', 'common ground pictures', 'illume oy']",0.0
Long Hello and Short Goodbye,['studio hamburg letterbox filmproduktion'],0.0
The Heart of the World,,0.0
Li'l Quinquin,"['arte france', 'cnc', '3b productions', 'rã©gion nord-pas-de-calais', 'le fresnoy studio national des arts contemporains', 'tv5 monde', 'cofinova 10', 'pictanovo nord-pas-de-calais']",0.0
Girl with Hyacinths,['terrafilm'],0.0
These Amazing Shadows,['gravitas docufilms'],0.0
Garlic Is As Good As Ten Mothers,['flower films'],0.0
Journey to the Beginning of Time,"['studio dä›tskã©ho filmu gottwaldov', 'äœeskoslovenskã½ stã¡tnã\xad film']",0.0
Spend It All,,0.0
Joni's Promise,"['focus films', 'kalyana shira film']",0.0
The Man Who Could Cheat Death,['hammer film productions'],0.0
small roads,,0.0
Carriage to Vienna,"['filmovã© studio barrandov', 'ceskoslovenskã½ stã¡tnã\xad film']",0.0
Strange Voyage,"['impala', 'ã\x8dzaro films', 'pro artis ibã©rica']",0.0
Ivory Tower,['participant media'],0.0
The Fabulous Baron Munchausen,"['krã¡tkã½ film praha', 'filmovã© studio gottwaldov']",0.0
Light Is Calling,,0.0
The Open Road,,0.0
The Epic of Everest,,0.0
All In This Tea,,0.0
The Private Life of a Cat,['film publishers'],0.0
Land,"['national film board of canada (nfb)', 'deliberate films', 'six island productions']",0.0
Letter from Siberia,,0.0
Babylon XX,['dovzhenko film studios'],0.0
Carts of Darkness,,0.0
Soundtracker,,0.0
Kamome Diner,,0.0
Gerhard Richter Painting,,0.0
Dream Land,"['arte', 'norddeutscher rundfunk (ndr)']",0.0
The Wayward Girl,['carlmar film'],0.0
City Zero,['mosfilm'],0.0
Remonstrance,,0.0
Bells from the Deep,['werner herzog filmproduktion'],0.0
The Gardener,,0.0
The Sea Vultures,['svenska biografteatern ab'],0.0
The Girl from the Marsh Croft,,0.0
Karin Daughter of Ingmar,['svenska biografteatern ab'],0.0
The Monastery of Sendomir,['svenska biografteatern ab'],0.0
1000 Journals,,0.0
Pan,,0.0
A Year Along the Abandoned Road,['camera magica'],0.0
The Shoe,"['arte', 'schlemmer film', 'black forest films', 'zweites deutsches fernsehen (zdf)']",0.0
Night Editor,['columbia pictures corporation'],0.0
Under the Flag of the Rising Sun,['toho company'],0.0
The Devil Thumbs a Ride,['rko radio pictures'],0.0
The Man Who Changed His Mind,['gainsborough pictures'],0.0
The Man They Could Not Hang,['columbia pictures corporation'],0.0
Line of Sight,['alleycat studios'],0.0
Rewind This!,['imperial polyfarm productions'],0.0
Ten Little Indians,['ðžð´ðµñ\x81ñ\x81ðºð°ñ\x8f ðºð¸ð½ð¾ñ\x81ñ‚ñƒð´ð¸ñ\x8f'],0.0
Josephine,"['tf1 droits audiovisuels', 'sofica ugc 1', 'france 2 cinã©ma', 'les films du 24']",0.0
The Land Unknown,['universal international pictures (ui)'],0.0
Crazy Thunder Road,,0.0
Pizzas,,0.0
"Mother, I Love You",['film studio tanka'],0.0
Dream Team 1935,['platforma filma'],0.0
Matthew's Days,,0.0
Fantomas,"['p.a.c.', 'sociã©tã© nouvelle des ã‰tablissements gaumont (sneg)', 'p.c.m. film']",0.0
Fantomas Unleashed,"['gaumont', 'p.a.c.', 'da ma produzione', 'victory film', 'story film']",0.0
Fantomas vs. Scotland Yard,"['sociã©tã© nouvelle de cinã©matographie', 'p.a.c.', 'fair film', 'gaumont international']",0.0
Pursuit to Algiers,['universal pictures'],0.0
Radiopiratene,,0.0
Megacities,,0.0
Operation Y and Other Shurik's Adventures,['mosfilm'],0.0
Gertie the Dinosaur,['vitagraph company of america'],0.0
Intimidation,['nikkatsu'],0.0
God Speed You! Black Emperor,"['toei company', 'gunro', 'production genro']",0.0
"Blood, Sweat + Vinyl: DIY in the 21st Century",,0.0
The LumiÃ¨re Brothers' First Films,['lumiere film company'],0.0
Amador,"['reposado producciones', 'mediapro']",0.0
Art and Craft,,0.0
The Castle of Fu Manchu,"['balcã¡zar producciones cinematogrã¡ficas', 'italian international film', 'tilma films']",0.0
The Vengeance of Fu Manchu,,0.0
Lightning Bolt: The Power Of Salad,,0.0
Fuck Up,,0.0
Defenders of Riga,"['platforma filma', 'ruut pictures', 'valsts kulturkapitala fonds (vkf)']",0.0
Gulf Stream Under the Iceberg,"['horosho production', 'nida filma', 'latvijas nacionalais kino centrs']",0.0
The Diary of Preston Plummer,,0.0
Oxygen,,0.0
@Suicide Room,"['studio filmowe kadr', 'polski instytut sztuki filmowej', 'odra film', 'mediabrigade']",0.0
Is It Easy to Be Young?,['rigas kinostudija'],0.0
Suburban Gothic,['new normal films'],0.0
The Killing Jar,,0.0
The Kiss of Her Flesh,,0.0
Kolka Cool,,0.0
Project Almanac,"['paramount pictures', 'mtv films', 'platinum dunes', 'insurge pictures']",32248241.0
Louis C.K.: Live at The Comedy Store,['pig newton'],0.0
Heavy Weather,"['british broadcasting corporation (bbc)', 'wgbh', 'juniper films', 'cinema verity']",0.0
The First Men in the Moon,['bbc worldwide'],0.0
Brooklyn,"['wildgaze films', 'irish film board', 'item 7', 'parallel film productions']",62076141.0
Digging for Fire,['lucky coffee productions'],0.0
Don Verdean,['lions gate films'],31309.0
The End of the Tour,['a24'],3002884.0
Experimenter,"['fj productions', 'bb film productions']",0.0
I Am Michael,"['patriot pictures', 'thats hollywood', 'rabbitbandini productions']",0.0
Lila & Eve,"['a&e television networks', 'chickflick productions', 'lifetime productions']",0.0
Last Days in the Desert,"['mockingbird pictures', 'division films', 'ironwood entertainment']",0.0
I'll See You in My Dreams,"['northern lights films', 'jeff rice films', 'two flints']",7449681.0
Seoul Searching,,0.0
Mississippi Grind,"['electric city entertainment', 'sycamore pictures', 'a24', 'gowanus projections']",130541.0
Mistress America,"['fox searchlight pictures', 'rt features']",2500431.0
Zipper,"['protozoa pictures', 'cargo entertainment', '33 pictures']",0.0
A Walk in the Woods,"['wildwood enterprises', 'route one films']",35991087.0
True Story,"['plan b entertainment', 'regency enterprises', 'new regency pictures']",4719695.0
Ten Thousand Saints,,0.0
Sleeping with Other People,"['sidney kimmel entertainment', 'gary sanchez productions', 'im global']",3214116.0
Beaver Trilogy Part IV,,0.0
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,"['magnolia pictures', 'history films', '4th row films']",0.0
Cobain: Montage of Heck,"['hbo documentary films', 'public road productions']",0.0
The Hunting Ground,['chain camera pictures'],411115.0
Fresh Dressed,['mass appeal'],0.0
Going Clear: Scientology and the Prison of Belief,"['jigsaw productions', 'hbo documentary films', 'sky atlantic']",0.0
The Mask You Live In,,0.0
Prophet's Prey,"['imagine entertainment', 'disarming films', 'artemis rising films', 'showtime documentary films']",0.0
Tig,['beachside films'],0.0
In Football We Trust,,0.0
Most Likely to Succeed,,0.0
"What Happened, Miss Simone?","['netflix', 'radical media']",0.0
6 Desires,,0.0
Life May Be,,0.0
Here Be Dragons,,0.0
A Story of Children and Film,,0.0
What Is This Film Called Love?,,0.0
The First Movie,,0.0
99 Homes,"['imagenation abu dhabi fz', 'hyde park entertainment', 'broad green pictures', 'noruz films']",1411927.0
The Story of Film: An Odyssey,,0.0
Aloft,"['arcadia motion pictures', 'wanda visiã³n s.a.', 'buffalo gal pictures']",53086.0
Eden,"['france 2 (fr2)', 'blue film', 'ad vitim distribution', 'c.g. cinema']",65460.0
Girlhood,"['canal+', 'arte france', 'arte france cinã©ma', 'hold up films', 'cinã©+', ""agence nationale pour la cohã©sion sociale et l'egalitã© des chances (acse)"", 'rã©gion ile-de-france', 'fonds images de la diversitã©', 'pyramide distribution', 'centre national de la cinã©matographie (cnc)', 'films distribution', 'lilies films', 'arte / cofinova 9']",60765.0
Advantageous,,0.0
Crossroad Street,['rigas kinostudija'],0.0
The Bronze,['duplass brothers productions'],615816.0
The D Train,"['ealing studios', 'electric dynamite', 'rip cord productions', 'londinium films']",771317.0
The Diary of a Teenage Girl,"['caviar films', 'cold iron pictures', 'archer gray']",1477002.0
Dope,"[""forest whitaker's significant productions"", 'revolt films', 'iamother entertainment']",17986781.0
I Smile Back,"['egoli tossell film', 'koppelman/levien']",0.0
Me and Earl and the Dying Girl,['indian paintbrush'],0.0
The Overnight,"['duplass brothers productions', ""gettin' rad productions""]",1100000.0
"People, Places, Things",['beachside films'],0.0
Results,"['burn later productions', 'houston king productions']",104507.0
Songs My Brothers Taught Me,,0.0
The Stanford Prison Experiment,"['abandon pictures', 'sandbar pictures', ""coup d'etat films""]",643557.0
"Stockholm, Pennsylvania",,0.0
Unexpected,,0.0
Z for Zachariah,"['palomar pictures', 'lucky hat entertainment', 'silver reel', 'material pictures', 'zik zak kvikmyndir', 'zik zak filmworks', 'night fox entertainment']",121461.0
The Student,"['cecchi gori group tiger cinematografica', 'reteitalia', 'tf1 films production', 'gaumont production']",0.0
Nothing's All Bad,['zentropa'],0.0
Northwest,"['det danske filminstitut', 'danmarks radio (dr)', 'nordisk film']",0.0
Stations of the Cross,"['zweites deutsches fernsehen (zdf)', 'arte', 'ufa fiction']",0.0
The Referees,['entre chien et loup'],0.0
Il mundial dimenticato,"['verdeoro', 'docksur producciones']",0.0
The Referee,"['rai cinema', 'bd cine', 'classic']",0.0
Reality,"['fandango', 'rai cinema', 'le pacte', 'archimede']",0.0
AmnÃ¨sia,,0.0
Three-Step Dance,"['lucky red', 'eyescreen s.r.l.', 'ministero per i beni e le attivitã\xa0 culturali (mibac)']",0.0
Pretty Butterflies,"['rai cinema', 'ministero per i beni e le attivitã\xa0 culturali (mibac)']",0.0
Dangerous Liaisons,,0.0
My Sweet Pepper Land,"['hsi productions', 'arte france cinã©ma', 'chaocorp', 'rohfilm', 'agat films & cie']",0.0
L'agression,['gaumont international'],0.0
The Auction,['association coopã©rative des productions audio-visuelles (acpav)'],0.0
Micke & Veronica,['stellanova film'],0.0
The Veil of Twilight,"['motlys', 'vidvinkel film']",0.0
Inbetween Worlds,"['arte', 'zweites deutsches fernsehen (zdf)', 'geiãÿendã¶rfer film- und fernsehproduktion (gff)', 'independent artists filmproduktion']",0.0
The Old Gun,['les productions artistes associã©s'],0.0
The Passerby,,0.0
The Things of Life,"['sonocam', 'lira films', 'fida cinematografica']",0.0
The Count of Monte Cristo,['fono roma'],0.0
The Hunchback of Paris,,0.0
In the Basement,"['coop 99', 'ulrich seidl film produktion gmbh', 'mmk media']",0.0
Project Wild Thing,"['green lions', 'channel 4 britdoc foundation']",0.0
Trojan Eddie,,0.0
Nobody Knows Anything!,"['echelon studios', 'west wind entertainment']",0.0
Ice Men,,0.0
The Invitation,,0.0
When the Bough Breaks,"['osmosis', 'osmosis productions inc.', 'prism entertainment corporation']",0.0
Innocent Lies,"['cinã©a', 'polygram filmed entertainment', 'canal+', 'polygram audiovisuel', 'red umbrella productions', 'septiã¨me production', 'sofica investimage 4']",0.0
Suppose They Gave a War and Nobody Came?,['american broadcasting company (abc)'],0.0
Niagara Motel,,0.0
Mentor,['bmore pictures'],0.0
Neverwhere,,0.0
Animal Room,,0.0
Zenith,"['surla films', 'solo films']",0.0
EstÃ´mago: A Gastronomic Story,"['indiana production company', 'zencrane filmes']",0.0
Suing The Devil,['mouthwatering productions'],0.0
A Pigeon Sat on a Branch Reflecting on Existence,"['sveriges television (svt)', 'roy andersson filmproduktion ab', 'arte france cinã©ma', 'svenska filminstitutet (sfi)', ""fonds eurimages du conseil de l'europe"", 'zdf/arte', ""centre national du cinã©ma et de l'image animã©e (cnc)"", 'essential filmproduktion gmbh', 'film- und medienstiftung nrw', 'sociã©tã© parisienne de production', '4 1/2 film', 'norsk filmfond']",0.0
Panda! Go Panda!: Rainy Day Circus,"['tokyo movie shinsha (tms)', 'studio ghibli']",0.0
Nine Miles Down,['a-mark entertainment'],0.0
Miss Julie,['maipo film- og tv produksjon'],5000000.0
All Together,['les films de la butte'],7211180.0
Teen Spirit,['eue/screen gems studios'],0.0
The Forbidden Room,"['national film board of canada', 'buffalo gal pictures', 'phi film']",0.0
Evilenko,['pacific pictures'],0.0
Alien Outpost,"['out of africa entertainment', 'altitude film entertainment', 'rooks nest entertainment', 'bigscope films', 'ravens nest entertainment']",0.0
Foreign Body,,0.0
The Loft,"['dark castle entertainment', 'anonymous content', 'open road films']",10076790.0
[REC]â´ Apocalypse,['filmax'],190000.0
Vice,"['grindstone entertainment group', 'k5 international', 'emmett/furla films', 'aperture entertainment']",0.0
The Guard from the Underground,"['directors company', 'nichiei agency']",0.0
The Well,['cardinal pictures (ii)'],0.0
Wicked Woman,['edward small productions'],0.0
House of Numbers,['metro-goldwyn-mayer (mgm)'],0.0
Longshot,,0.0
Rio Diablo,"['world international network (win)', 'rhino entertainment', 'kenny rogers productions']",0.0
"MassaÃ¯, les guerriers de la pluie",['mordicus productions'],0.0
Family Guy Presents: Blue Harvest,"['20th century fox television', 'fuzzy door productions', 'fox television animation']",0.0
Sanatorium,['goldmine pictures'],0.0
High School Hellcats,"['american international pictures (aip)', 'indio productions']",0.0
Last Days in Vietnam,,161.0
Manakamana,['harvard sensory ethnography lab'],0.0
Saturday Night,,0.0
Hippie Masala - Forever in India,,0.0
A Grain of Truth,['studio rewers'],0.0
The Photographer,['kosmos film'],0.0
Casa de Lava,"['pandora filmproduktion', 'gemini films', 'madragoa films']",0.0
Karen Cries on the Bus,,0.0
Sofie,"['det danske filminstitut', 'nordisk film', 'svensk filmindustri (sf)', 'svenska filminstitutet (sfi)', 'nordisk film- & tv-fond', 'norsk film']",0.0
