belongs_to_collection,title,revenue
ferngully collection,FernGully 2: The Magical Rescue,0.0
l'allenatore nel pallone - collezione,L'allenatore nel pallone 2,10743767.0
sharpe collection,Sharpe's Gold,0.0
sharpe collection,Sharpe's Battle,0.0
sharpe collection,Sharpe's Sword,0.0
sharpe collection,Sharpe's Eagle,0.0
"silent night, deadly night collection","Silent Night, Deadly Night 5: The Toy Maker",0.0
garfield (animation) collection,Garfield Gets Real,0.0
garfield (animation) collection,Garfield's Fun Fest,0.0
cheech & chong collection,Cheech & Chong Get Out of My Room,0.0
"no retreat, no surrender collection","No Retreat, No Surrender 2: Raging Thunder",108154.0
taken collection,Taken 3,325771424.0
beck collection,Beck 27 - Rum 302,0.0
the terminator collection,Terminator Genisys,440603537.0
the woman in black collection,The Woman in Black 2: Angel of Death,26501323.0
johan falk gsi collection,Johan Falk: GSI - Gruppen fÃ¶r sÃ¤rskilda insatser,0.0
johan falk gsi collection,Johan Falk: VapenbrÃ¶der,0.0
freche mã¤dchen filmreihe,Cheeky Girls,0.0
i due carabinieri collecion,I due carabinieri,0.0
korengal valley documentaries,Korengal,0.0
the hire,The Hire: Powder Keg,0.0
the hire,The Hire: Chosen,0.0
the hire,The Hire: Ambush,0.0
the hire,The Hire: Ticker,0.0
the hire,The Hire: Beat the Devil,0.0
the hire,The Hire: Hostage,0.0
the reef collection,The Reef 2: High Tide,0.0
disney buddies collection,Space Buddies,0.0
viy collection,Forbidden Kingdom,34592118.0
the water of the hills,Manon of the Spring,0.0
101 dalmatians (animated) collection,101 Dalmatians II: Patch's London Adventure,0.0
national lampoonâ€™s van wilder collection,Van Wilder: Freshman Year,0.0
v: the collection,V,0.0
highlander collection,Highlander V: The Source,0.0
seed collection,Seed,0.0
streetdance collection,StreetDance 2,0.0
wrong turn collection,Wrong Turn 5: Bloodlines,0.0
v: the collection,V: The Final Battle,0.0
shark.attack,Shark Attack 3: Megalodon,0.0
save the last dance collection,Save the Last Dance 2,0.0
rest stop collection,Rest Stop: Don't Look Back,0.0
the sabata collection,Sabata,0.0
wishmaster collection,Wishmaster 3: Beyond the Gates of Hell,0.0
leprechaun collection (original series),Leprechaun: Back 2 tha Hood,0.0
reeker collection,No Man's Land: The Rise of Reeker,0.0
sometimes they come back collection,Sometimes They Come Back... Again,0.0
the dentist collection,The Dentist 2: Brace Yourself,0.0
fu manchu collection,The Blood of Fu Manchu,0.0
the carry on collection,Carry On Cabby,0.0
the carry on collection,Carry On Behind,0.0
the carry on collection,Carry On Cruising,0.0
east side kids,Pride of the Bowery,0.0
wishmaster collection,Wishmaster 4: The Prophecy Fulfilled,0.0
shark.attack,Shark Attack,0.0
ator collection,Ator the Iron Warrior,0.0
the spiritual boxer collection,The Spiritual Boxer,0.0
stuart little collection,Stuart Little 3: Call of the Wild,0.0
the substitute collection,The Substitute 2: School's Out,0.0
maniac cop collection,Maniac Cop 3: Badge of Silence,0.0
no good middle-aged yakuza trilogy,Onibi: The Fire Within,0.0
jungle jim collection,Jungle Man-Eaters,0.0
jungle jim collection,Valley of Head Hunters,0.0
jungle jim collection,Voodoo Tiger,0.0
tarzan (johnny weissmuller series),Tarzan and the Amazons,0.0
disney buddies collection,Snow Buddies,0.0
shark.attack,Shark Attack 2,0.0
winnetou collection,Last of the Renegades,0.0
beck collection,Beck 28 - Familjen,0.0
charlie chan (roland winters) collection,The Feathered Serpent,0.0
charlie chan (roland winters) collection,The Sky Dragon,0.0
when a stranger calls collection,When A Stranger Calls Back,0.0
tooth fairy collection,Tooth Fairy 2,0.0
sometimes they come back collection,Sometimes They Come Back... for More,0.0
the land before time collection,The Land Before Time VII: The Stone of Cold Fire,0.0
winnetou collection,The Desperado Trail,0.0
vampires collection,Vampires: The Turning,0.0
the land before time collection,The Land Before Time IX: Journey to the Big Water,0.0
walking tall collection,Walking Tall: The Payback,0.0
tom thorne collection,Thorne: Sleepyhead,0.0
stir of echoes collection,Stir of Echoes: The Homecoming,0.0
tekwar collection,TekWar: TekJustice,0.0
the land before time collection,The Land Before Time VIII: The Big Freeze,0.0
the amazing colossal man duology,War of the Colossal Beast,0.0
the six million dollar man collection,The Six Million Dollar Man,0.0
the land before time collection,The Land Before Time X: The Great Longneck Migration,0.0
joy ride collection,Joy Ride 3,0.0
hercules tv movies,Hercules and the Amazon Women,0.0
the howling collection,Howling VI: The Freaks,0.0
vi hade i alla fall tur med vã¤dret collection,Vi hade i alla fall tur med vÃ¤dret,0.0
mvp,MVP 2: Most Vertical Primate,0.0
air bud collection,Air Bud: Seventh Inning Fetch,0.0
disney buddies collection,Air Buddies,0.0
santas paw,The Search for Santa Paws,0.0
disney buddies collection,Spooky Buddies,0.0
disney buddies collection,Treasure Buddies,0.0
santas paw,Santa Paws 2: The Santa Pups,0.0
disney buddies collection,Super Buddies,0.0
warlock collection,Warlock III: The End of Innocence,0.0
tekwar collection,TekWar: TekLab,0.0
tekwar collection,TekWar: TekLords,0.0
the nancy drew collection (bonita granville),Nancy Drew... Trouble Shooter,0.0
the nancy drew collection (bonita granville),Nancy Drew and the Hidden Staircase,0.0
the nancy drew collection (bonita granville),Nancy Drew: Detective,0.0
mostly ghostly collection,Mostly Ghostly,0.0
beach party collection,Muscle Beach Party,0.0
nemesis collection,Nemesis 4: Death Angel,0.0
nemesis collection,Nemesis 3: Time Lapse,0.0
the mummy (hammer series),The Curse of the Mummy's Tomb,0.0
space chimps collection,Space Chimps 2: Zartog Strikes Back,0.0
torrente collection,Torrente 4: Lethal crisis,0.0
torrente collection,Torrente 5: OperaciÃ³n Eurovegas,11672363.0
three steps above heaven collection,I Want You,0.0
mad max collection,Mad Max: Fury Road,378858340.0
insidious collection,Insidious: Chapter 3,104303851.0
star wars collection,Star Wars: The Force Awakens,2068223624.0
the avengers collection,Avengers: Age of Ultron,1405403694.0
avatar collection,Avatar 2,0.0
pirates of the caribbean collection,Pirates of the Caribbean: Dead Men Tell No Tales,794191988.0
justice league collection,Justice League,0.0
ant-man collection,Ant-Man,519311965.0
deadpool collection,Deadpool,783112979.0
thor collection,Thor: Ragnarok,0.0
guardians of the galaxy collection,Guardians of the Galaxy Vol. 2,863416141.0
captain america collection,Captain America: Civil War,1153304495.0
x-men collection,X-Men: Apocalypse,543934787.0
the gamers collection,The Gamers: Hands of Fate,0.0
kenny rogers legend of the gambler,The Gambler Returns: The Luck Of The Draw,0.0
salt and pepper collection,One More Time,0.0
heidi (praesens-film) filmreihe,Heidi,0.0
aces go places collection,Aces Go Places V: The Terracotta Hit,0.0
the sabata collection,Return of Sabata,0.0
happily n'ever after collection,Happily N'Ever After 2,0.0
magic kid collection,Magic Kid,0.0
hercules tv movies,Hercules and the Lost Kingdom,0.0
ironclad collection,Ironclad 2: Battle for Blood,0.0
the land before time collection,The Land Before Time XI: Invasion of the Tinysauruses,0.0
tales from the crypt collection,Ritual,0.0
hercules tv movies,Hercules and the Circle of Fire,0.0
nim's island collection,Return to Nim's Island,0.0
the land before time collection,The Land Before Time XII: The Great Day of the Flyers,0.0
the substitute collection,The Substitute 4: Failure Is Not an Option,0.0
hercules tv movies,Hercules in the Maze of the Minotaur,0.0
st. trinian's collection,The Great St. Trinian's Train Robbery,0.0
in the name of the king collection,In the Name of the King III,0.0
hercules tv movies,Hercules in the Underworld,0.0
tom thorne collection,Thorne: Scaredycat,0.0
the man from u.n.c.l.e. collection,One Spy Too Many,0.0
the man from u.n.c.l.e. collection,The Spy in the Green Hat,0.0
"sarah, plain and tall collection",Skylark,0.0
charlie chan (sidney toler) collection,The Jade Mask,0.0
hayride collection,Hayride,0.0
charlie chan (roland winters) collection,The Golden Eye,0.0
philo vance collection,The Casino Murder Case,0.0
whistling collection,Whistling in the Dark,0.0
whistling collection,Whistling in Dixie,0.0
whistling collection,Whistling in Brooklyn,0.0
kevin smith: silent bob speaks!,Kevin Smith: Too Fat For 40,0.0
charlie chan (sidney toler) collection,The Shanghai Cobra,0.0
house party collection,House Party 4: Down to the Last Minute,0.0
snow queen collection,The Snow Queen,12400000.0
trapped in the closet,Trapped in the Closet: Chapters 13-22,0.0
the land before time collection,The Land Before Time XIII: The Wisdom of Friends,0.0
hanzo the razor collection,Hanzo the Razor: The Snare,0.0
lone wolf film series,The Lone Wolf Spy Hunt,0.0
skeleton key collection,Skeleton Key 2: 667 Neighbor of the Beast,0.0
ring of fire collection,Ring of Fire II: Blood and Steel,0.0
tarzan (gordon scott series),Tarzan's Greatest Adventure,0.0
totã² collection,Cops and Robbers,0.0
lassie (kinofilme),Hills of Home,0.0
justice league (animated) collection,Justice League: Throne of Atlantis,0.0
the ouija experiment collection,The Ouija Experiment,0.0
"impy, the small dinosaur collection",Impy's Island,0.0
kenny rogers legend of the gambler,Kenny Rogers as The Gambler,0.0
les charlots - saga,The Big Store,0.0
witchboard collection,Witchboard III: The Possession,0.0
unstable fables collection,Unstable Fables: Tortoise vs. Hare,0.0
charlie chan (sidney toler) collection,Shadows Over Chinatown,0.0
tekwar collection,TekWar,0.0
hanzo the razor collection,Hanzo the Razor: Who's Got the Gold?,0.0
unstable fables collection,Unstable Fables: 3 Pigs & a Baby,0.0
richard the lionheart collection,Richard The Lionheart,0.0
the sweeney collection,Sweeney!,0.0
the mark collection,The Mark,0.0
snake eater collection,Snake Eater,0.0
lassie (kinofilme),The Painted Hills,0.0
charlie chan (sidney toler) collection,The Trap,0.0
walking tall original collection,Walking Tall Part II,0.0
slap shot collection,Slap Shot 3: The Junior League,0.0
he who dares collection,He Who Dares,0.0
old way collection,We Still Kill the Old Way,0.0
isi/disi collection,Isi/Disi - Amor a lo bestia,0.0
henry fool collection,Ned Rifle,0.0
fifty shades collection,Fifty Shades of Grey,571006128.0
garfield holiday celebrations,Garfield's Halloween Adventure,0.0
halloweentown collection,Halloweentown,0.0
halloweentown collection,Halloweentown II: Kalabar's Revenge,0.0
halloweentown collection,Halloweentown High,0.0
fanthagirã² collection,The Cave of the Golden Rose,0.0
le cå“ur des hommes,Frenchmen 2,0.0
wodehouse p.g. collection,"Thank You, Jeeves!",0.0
the encounter collection,The Encounter,0.0
dixie zombi - colecciã³n,"Daddy, I'm A Zombie",0.0
outrage collection,Outrage Beyond,0.0
sunes samtliga resor,Sunes sommar,0.0
lotta,Lotta Leaves Home,0.0
lotta,Lotta on Rascal Street,0.0
borsalino collection,Borsalino,3.0
the fox and the hound collection,The Fox and the Hound 2,0.0
josã©phine - saga,Josephine,0.0
caprona collection,The Land Unknown,0.0
fantomas collection,Fantomas,0.0
fantomas collection,Fantomas Unleashed,0.0
fantomas collection,Fantomas vs. Scotland Yard,0.0
sherlock holmes (1939 series),Pursuit to Algiers,0.0
fu manchu collection,The Castle of Fu Manchu,0.0
fu manchu collection,The Vengeance of Fu Manchu,0.0
living trilogy,A Pigeon Sat on a Branch Reflecting on Existence,0.0
panda! go panda! collecciã³n,Panda! Go Panda!: Rainy Day Circus,0.0
[rec] collection,[REC]â´ Apocalypse,190000.0
family guy presents collection,Family Guy Presents: Blue Harvest,0.0
sartana collection,If You Meet Sartana Pray for Your Death,0.0
fantã´mas serial,FantÃ´mas: Juve Against FantÃ´mas,0.0
fantã´mas serial,FantÃ´mas: The Dead Man Who Killed,0.0
fantã´mas serial,FantÃ´mas: FantÃ´mas Against FantÃ´mas,0.0
fantã´mas serial,FantÃ´mas: The False Magistrate,0.0
screwballs collection,Screwballs,0.0
screwballs collection,Loose Screws,0.0
screwballs collection,Screwball Hotel,0.0
sartana collection,Sartana the Gravedigger,0.0
sartana collection,"I Am Sartana, Trade Your Guns for a Coffin",0.0
sartana collection,"Have a Good Funeral, My Friend... Sartana Will Pay",0.0
sartana collection,Light the Fuse... Sartana Is Coming,0.0
kathleen madigan collection,Kathleen Madigan: Gone Madigan,0.0
beethoven collection,Beethoven's 3rd,0.0
beethoven collection,Beethoven's 5th,0.0
beethoven collection,Beethoven's Big Break,0.0
beethoven collection,Beethoven's Treasure Tail,0.0
beethoven collection,Beethoven's Christmas Adventure,0.0
hercules (lou ferrigno) collection,The Adventures of Hercules,0.0
beck collection,Beck 04 - Ã–ga fÃ¶r Ã¶ga,0.0
uuno turhapuro,Uuno Epsanjassa,0.0
sunes samtliga resor,The Anderssons in Greece: All Inclusive,0.0
mark collection,"Blood, Sweat and Fear",0.0
mark collection,Mark Shoots First,0.0
mark collection,Mark Strikes Again,0.0
glass tiger collection,Ãœvegtigris,0.0
the gruffalo collection,The Gruffalo's Child,0.0
sã¤llskapsresorna,SÃ¤llskapsresan II - Snowroller,8646157.0
sã¤llskapsresorna,SOS,0.0
jã¶nsson gang,JÃ¶nssonligan fÃ¥r guldfeber,0.0
jã¶nsson gang,JÃ¶nssonligan dyker upp igen,0.0
jã¶nsson gang,JÃ¶nssonligan pÃ¥ Mallorca,0.0
jã¶nsson gang,JÃ¶nssonligan och den svarta diamanten,0.0
jã¶nsson gang,JÃ¶nssonligans stÃ¶rsta kupp,0.0
jã¶nsson gang,JÃ¶nssonligan spelar hÃ¶gt,0.0
lilla jã¶nsonligan collection,Lilla JÃ¶nssonligan och Cornflakeskuppen,0.0
lilla jã¶nsonligan collection,Lilla JÃ¶nssonligan pÃ¥ styva linan,0.0
the wild geese collection,Wild Geese II,0.0
dragonheart collection,Dragonheart 3: The Sorcerer's Curse,0.0
mr. boogedy collection,Bride of Boogedy,0.0
chaar sahibzaade collection,Chaar Sahibzaade,0.0
hababam sä±nä±fä± collection,Hababam SÄ±nÄ±fÄ± SÄ±nÄ±fta KaldÄ±,0.0
"ilsa, she wolf of the ss collection","Ilsa, Harem Keeper of the Oil Sheiks",0.0
"honey, i shrunk the kids collection","Honey, We Shrunk Ourselves",0.0
house collection,House IV,0.0
gamera films,Gamera vs. Zigra,0.0
lilo & stitch collection,Stitch! The Movie,0.0
hot tub time machine collection,Hot Tub Time Machine 2,12314651.0
"ilsa, she wolf of the ss collection","Ilsa, the Mad Butcher",0.0
tarzan (lex barker series),Tarzan's Savage Fury,0.0
the gamers collection,The Gamers,0.0
garage sale mystery collection,Garage Sale Mystery,0.0
spongebob collection,The SpongeBob Movie: Sponge Out of Water,311594032.0
kevin smith: silent bob speaks!,Sold Out: A Threevening with Kevin Smith,0.0
tomie collection,Tomie: Unlimited,0.0
best exotic marigold hotel collection,The Second Best Exotic Marigold Hotel,85978266.0
vampire karnstein (hammer series),Twins of Evil,0.0
george carlin comedy collection,George Carlin: It's Bad for Ya!,0.0
hamilton collection,Code Name Coq Rouge,0.0
ð”ñƒñ…less (ðšð¾ð»ð»ðµðºñ†ð¸ñ),Soulless,13218980.0
ghost in the shell: arise,Ghost in the Shell Arise - Border 1: Ghost Pain,0.0
lego dc comics super heroes collection,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,0.0
"impy, the small dinosaur collection",Impy's Wonderland,0.0
tom and jerry collection,Tom and Jerry: The Lost Dragon,0.0
mardock scramble collection,Mardock Scramble: The Second Combustion,0.0
doraemon collection,Stand by Me Doraemon,83061158.0
saints and soldiers collection,Saints and Soldiers: The Void,0.0
frozen collection,Frozen Fever,0.0
blue collar comedy tour collection,Blue Collar Comedy Tour: One for the Road,0.0
