,title,production_companies,revenue
26763,Space,,0.0
26764,The Karen Carpenter Story,,0.0
26765,The Incident,['qintex entertainment'],0.0
26766,Caroline?,,0.0
26767,The Love She Sought,,0.0
26768,Miss Rose White,,0.0
26769,Skylark,"['hallmark hall of fame productions', 'william self productions', 'sarah productions']",0.0
26770,A Lesson Before Dying,"['spanky pictures', 'ellen m. krass productions', 'hbo nyc productions']",0.0
26771,The Jade Mask,['monogram pictures'],0.0
26772,Salem Witch Trials,,0.0
26773,Sybil,"['warner bros. television', 'wolper organization', 'norman stephens productions']",0.0
26774,The Mouthpiece,['warner bros.'],0.0
26775,Romanoff and Juliet,"['universal pictures', 'pavla']",0.0
26776,The Passionate Plumber,['metro-goldwyn-mayer (mgm)'],0.0
26777,"See Here, Private Hargrove",['metro-goldwyn-mayer (mgm)'],0.0
26778,Let Us Be Gay,['metro-goldwyn-mayer (mgm)'],0.0
26779,License to Live,,0.0
26780,Shock Treatment,,0.0
26781,Secret People,['ealing studios'],0.0
26782,Wanda Sykes: I'ma Be Me,,0.0
26783,Mariachi Gringo,,0.0
26784,The Story on Page One,"['twentieth century fox film corporation', 'jerry wald productions', 'company of artists']",0.0
26785,The Affairs of Dobie Gillis,['metro-goldwyn-mayer (mgm)'],0.0
26786,I Love Melvin,['metro-goldwyn-mayer (mgm)'],0.0
26787,The Munsters' Revenge,['universal television'],0.0
26788,Strange Bargain,['rko radio pictures'],0.0
26789,Stingaree,['rko radio pictures'],0.0
26790,Love Is Better Than Ever,['metro-goldwyn-mayer (mgm)'],0.0
26791,Hayride,,0.0
26792,Immigration Tango,,0.0
26793,Lily Boy,,0.0
26794,Mad About Men,"['general film distributors', 'group film productions limited']",0.0
26795,Vito,"['automat pictures', 'making it big']",0.0
26796,The Big Land,"['warner bros.', 'jaguar productions']",0.0
26797,Scared To Death,,0.0
26798,My Own Country,['showtime'],0.0
26799,The Rawhide Years,['universal international pictures (ui)'],0.0
26800,The Ugly Ones,"['tecisa', 'discobolo film']",0.0
26801,The Golden Eye,['monogram pictures'],0.0
26802,Twilight of Honor,['metro-goldwyn-mayer (mgm)'],0.0
26803,The Cariboo Trail,['nat holt productions'],0.0
26804,Sh! The Octopus,['warner bros.'],0.0
26805,Nothing Too Good for a Cowboy,,0.0
26806,Riverworld,['alliance atlantis communications'],0.0
26807,The Brotherhood of Satan,"['columbia pictures corporation', 'lq/jaf', 'four star excelsior']",0.0
26808,Long Pants,['harry langdon corporation'],0.0
26809,Kid Blue,['twentieth century fox film corporation'],0.0
26810,Juke Girl,"['first national pictures', 'warner bros.']",0.0
26811,The Red Lily,['metro-goldwyn pictures corporation'],0.0
26812,The Unknown Man,,0.0
26813,Highly Dangerous,['two cities films'],0.0
26814,Quiet Flows The Don,,0.0
26815,The Casino Murder Case,['metro-goldwyn-mayer (mgm)'],0.0
26816,Noose,['edward dryhurst productions'],0.0
26817,Beat Girl,"['renown pictures corporation', 'willoughby film productions']",0.0
26818,The Hands of Orlac,"['sociã©tã© cinã©matographique des studios de la victorine', 'pendennis films ltd.', 'riviera international film']",0.0
26819,Girl in Gold Boots,,0.0
26820,The Corpse Grinders,"['cg productions', 't.v. mikels film corporation']",0.0
26821,Mark of the Astro-Zombies,,0.0
26822,Astro-Zombies M3: Cloned,,0.0
26823,Kid Vengeance,"['golan-globus', 'the irwin yablans company']",0.0
26824,Mystery of Edwin Drood,['universal pictures'],0.0
26825,The Bad Seed,,0.0
26826,The Bowery,['20th century pictures'],0.0
26827,The Happy Elf,['film roman productions'],0.0
26828,Snow in August,['taurus 7 film corporation'],0.0
26829,Fairy Tales,['charles band productions'],0.0
26830,Zouzou,"['productions arys', 'les films h. roussillon']",0.0
26831,School for Love,"['del duca films', 'rã©gie du film']",0.0
26832,Plucking the Daisy,"['hoche productions', 'films ege']",0.0
26833,St. Giuseppe Moscati: Doctor to the Poor,,0.0
26834,Women Aren't Funny,,0.0
26835,The Last Outpost,['pine-thomas productions'],0.0
26836,Shun Li and the Poet,"['rai cinema', 'jolefilm']",0.0
26837,Basara: Princess Goh,,0.0
26838,Cake,"['echo films', ""we're not brothers productions"", 'cinelou films']",2360281.0
26839,Quod erat demonstrandum,['icon production'],0.0
26840,Power Play,"['the rank organisation', 'magnum films', 'cowry']",0.0
26841,Teresa's Tattoo,"['trimark pictures', 'cinetel films', 'yankee entertainment group']",0.0
26842,Groupie,['american world pictures'],0.0
26843,Professional Sweetheart,['rko radio pictures'],0.0
26844,LiebesLuder,,0.0
26845,Number One with a Bullet,['golan-globus productions'],0.0
26846,Erotikon,['gem-film'],0.0
26847,The Case of the Black Cat,"['first national pictures', 'warner bros.']",0.0
26848,The Admirable Crichton,['modern screen play'],0.0
26849,HazMat,,0.0
26850,Winner Take All,['warner bros.'],0.0
26851,Spike of Bensonhurst,['filmdallas pictures'],0.0
26852,"Parlor, Bedroom and Bath",,0.0
26853,Speak Easily,['metro-goldwyn-mayer (mgm)'],0.0
26854,Pick a Star,['hal roach studios'],0.0
26855,I Love Lucy: The Movie,,0.0
26856,Thoroughbreds Don't Cry,['metro-goldwyn-mayer (mgm)'],0.0
26857,Sea Devils,['coronado productions'],0.0
26858,The Grind,['red baron films'],0.0
26859,The Sins of Rachel Cade,['warner bros.'],0.0
26860,House of Cards,,0.0
26861,Rosalie,['metro-goldwyn-mayer (mgm)'],0.0
26862,The Romance of Rosy Ridge,['metro-goldwyn-mayer (mgm)'],0.0
26863,The Green Hornet,,0.0
26864,Martial Club,['shaw brothers'],0.0
26865,Alice in Wonderland,['british broadcasting corporation (bbc)'],0.0
26866,Pleasure at Her Majesty's,,0.0
26867,King Lear,,0.0
26868,Lethal Ninja,['nu image films'],0.0
26869,Octopus 2: River of Fear,"['martien holdings a.v.v.', 'nu image / millennium films']",0.0
26870,Rapture,['panoramic productions'],0.0
26871,Lone Rider,['grand army entertainment'],0.0
26872,So Dark the Night,['columbia pictures corporation'],0.0
26873,These Thousand Hills,['twentieth century fox film corporation'],0.0
26874,Three Wise Girls,['columbia pictures corporation'],0.0
26875,The Trip to Bountiful,['ostar productions'],0.0
26876,Honolulu,['metro-goldwyn-mayer (mgm)'],0.0
26877,Project Shadowchaser III,"['new line cinema', 'nu image films', 'egm film international']",0.0
26878,The Miracle Worker,"['national broadcasting company (nbc)', 'half-pint productions']",0.0
26879,Never a Dull Moment,['rko radio pictures'],0.0
26880,Smart Girls Don't Talk,['warner bros.'],0.0
26881,Flaxy Martin,['warner bros.'],0.0
26882,Wish You Were Dead,,0.0
26883,The Company She Keeps,['rko radio pictures'],0.0
26884,Love Is a Ball,,0.0
26885,Let's Dance,['paramount pictures'],0.0
26886,Way Back Home,,0.0
26887,Menno's Mind,['showtime networks'],0.0
26888,Lewis Black: Stark Raving Black,['stark raving black productions'],0.0
26889,The Last Page,"['hammer film productions', 'lippert films']",0.0
26890,Mayor Cupcake,['highway one pictures'],0.0
26891,Katt Williams: Kattpacalypse,,0.0
26892,Switch,,0.0
26893,Vampire Dog,['entertainment one'],0.0
26894,Python 2,,0.0
26895,Rose Marie,['metro-goldwyn-mayer (mgm)'],0.0
26896,Man in the Attic,"['twentieth century fox film corporation', 'leonard goldstein']",0.0
26897,Whoever Slew Auntie Roo?,"['american international productions', 'hemdale']",0.0
26898,The Wonderful Country,"['united artists', 'd.r.m. productions']",0.0
26899,You're Never Too Young,['paramount pictures'],0.0
26900,No Man's Land,,0.0
26901,Paper Soldiers,,0.0
26902,Southie,['prophecy pictures ltd.'],0.0
26903,Vicious Lips,['empire pictures'],0.0
26904,Until They Sail,['metro-goldwyn-mayer (mgm)'],0.0
26905,Matching Jack,"['screen australia', 'victoria film', 'cascade films']",0.0
26906,The King and Four Queens,['russ-field productions'],0.0
26907,High Wall,['metro-goldwyn-mayer (mgm)'],0.0
26908,The Gallant Hours,['cagney-montgomery productions'],0.0
26909,Private's Progress,['charter film productions'],0.0
26910,Suspect,['charter film productions'],0.0
26911,Heavens Above!,['romulus films'],0.0
26912,Whistling in the Dark,['metro-goldwyn-mayer (mgm)'],0.0
26913,Grand Central Murder,"[""loew's"", 'metro-goldwyn-mayer (mgm)']",0.0
26914,Whistling in Dixie,['metro-goldwyn-mayer (mgm)'],0.0
26915,Whistling in Brooklyn,['metro-goldwyn-mayer (mgm)'],0.0
26916,Song of the Open Road,,0.0
26917,I Love Trouble,"['columbia pictures corporation', 'cornell pictures']",0.0
26918,The Fuller Brush Man,['columbia pictures'],0.0
26919,Precious Find,,0.0
26920,Burning Down the House,,0.0
26921,Desert Victory,"['royal air force film production unit', 'the army film & photographic unit']",0.0
26922,Sailor of the King,['twentieth century fox film corporation'],0.0
26923,Carlton-Browne of the F.O.,['boulting brothers'],0.0
26924,The Family Way,['jambox'],0.0
26925,Miss Marple: The Moving Finger,"['british broadcasting corporation (bbc)', 'a&e television networks', 'seven network']",0.0
26926,Textuality,,0.0
26927,Kevin Smith: Too Fat For 40,"['chop shop entertainment', 'robert small entertainment', 'worldwide biggies']",0.0
26928,The Hellbenders,"['alba cinematografica', 'productores exhibidores films sociedad anã³nima (pefsa)', 'tecisa']",0.0
26929,SeaFood,['silver ant'],0.0
26930,Johnny O'Clock,"['columbia pictures', 'j.e.m. productions']",0.0
26931,Reign of Terror,"['eagle-lion films', 'walter wanger productions']",0.0
26932,The Jackie Robinson Story,"['eagle-lion films', 'jewel pictures']",0.0
26933,The Shanghai Cobra,['monogram pictures'],0.0
26934,"Invasion, U.S.A.","['american pictures', 'mutual productions of the west']",0.0
26935,Hider in the House,['precision films'],0.0
26936,White: The Melody of the Curse,['cj entertainment'],0.0
26937,Kermit's Swamp Years,"['jim henson company, the', 'columbia tristar home entertainment']",0.0
26938,Harry in Your Pocket,,0.0
26939,New World Disorder,"['carousel picture company, the']",0.0
26940,The Honeymoon Machine,"['euterpe', 'metro-goldwyn-mayer (mgm)', 'avon productions (ii)']",0.0
26941,World for Ransom,['plaza productions'],0.0
26942,The Angry Hills,"['metro-goldwyn-mayer (mgm)', 'raymond productions']",0.0
26943,The Grissom Gang,"['abc pictures', 'the associates & aldrich company']",0.0
26944,Once a Thief,['metro-goldwyn-mayer (mgm)'],0.0
26945,House Party 4: Down to the Last Minute,,0.0
26946,Race to Space,['brookwell-mcnamara entertainment'],0.0
26947,White Line Fever,"['columbia pictures corporation', 'international cinemedia center', 'white line fever syndicate']",0.0
26948,The Night We Called It a Day,,0.0
26949,The Snow Queen,['bazelevs production'],12400000.0
26950,Mimesis,,0.0
26951,In the Shadows,"['cutting edge entertainment', 'newman/tooley films']",0.0
26952,Sadie McKee,['metro-goldwyn-mayer (mgm)'],0.0
26953,Trapped in the Closet: Chapters 13-22,,0.0
26954,Safari,"['eskwad', 'm6 films', 'tf1 films production', 'pathã©']",0.0
26955,Stealth Fighter,,0.0
26956,The Land Before Time XIII: The Wisdom of Friends,,0.0
26957,Solar Attack,"['outrage productions 5, s.v.']",0.0
26958,I Was Monty's Double,,0.0
26959,Hanzo the Razor: The Snare,"['toho company', 'katsu production co. ltd.']",0.0
26960,The Missing Lynx,['kandor productions'],0.0
26961,The Lone Wolf Spy Hunt,['columbia pictures corporation'],0.0
26962,Hotel Berlin,['warner bros.'],0.0
26963,Escape Me Never,['warner bros.'],0.0
26964,Barricade,['warner bros.'],0.0
26965,Please Murder Me,['gross-krasne productions'],0.0
26966,Limelight,,0.0
26967,The Glass Wall,['columbia pictures'],0.0
26968,Hard Contract,,1750000.0
26969,The Pit and the Pendulum,['rapid heart pictures'],0.0
26970,She's Working Her Way Through College,['warner bros.'],0.0
26971,If Winter Comes,['metro-goldwyn-mayer (mgm)'],0.0
26972,Skeleton Key 2: 667 Neighbor of the Beast,,0.0
26973,"Snowflake, the White Gorilla","['filmax', 'castelao producciones', 'muf animat']",0.0
26974,Man Wanted,['warner bros.'],0.0
26975,Last of the Comanches,['columbia pictures corporation'],0.0
26976,Ski Party,['alta vista productions'],0.0
26977,The Secret of Convict Lake,['twentieth century fox film corporation'],0.0
26978,Lonesome Cowboys,,0.0
26979,Women in Revolt,,0.0
26980,Forty Deuce,['island pictures'],0.0
26981,How Sweet It Is!,['cherokee productions'],0.0
26982,Viva Max!,"['commonwealth united entertainment', 'landau / unger']",0.0
26983,The Grasshopper,['national general pictures'],0.0
26984,The Last Big Thing,['byronic pose productions'],0.0
26985,"No God, No Master",,0.0
26986,Invitation,['metro-goldwyn-mayer (mgm)'],0.0
26987,The Very Thought of You,['warner bros.'],0.0
26988,Rain,,0.0
26989,Lady Killer,"['universum film (ufa)', ""l'alliance cinã©matographique europã©enne (ace)""]",0.0
26990,Tension at Table Rock,"['rko radio pictures', 'sam wiesenthal productions']",0.0
26991,The Guardsman,['metro-goldwyn-mayer (mgm)'],0.0
26992,Simple Things,,0.0
26993,Hansel and Gretel,,0.0
26994,Sitting Bull,,0.0
26995,Iceberg Slim: Portrait of a Pimp,,0.0
26996,One Sunday Afternoon,['paramount pictures'],0.0
26997,Red Light,['roy del ruth productions'],0.0
26998,The Mask,"['beaver-champion attractions', 'taylor roffman productions']",0.0
26999,Santiago,,0.0
27000,The Sea Hawk,"['first national pictures', 'frank lloyd productions']",0.0
27001,This Is My Affair,['twentieth century fox film corporation'],0.0
27002,Our Town,,0.0
27003,The Unvanquished,"['citã© films', 'compagnie internationale de productions']",0.0
27004,Ring of Fire II: Blood and Steel,,0.0
27005,Journey to the Center of the Earth,,0.0
27006,The Job,['kiki goshay productions'],0.0
27007,That's Dancing!,['metro-goldwyn-mayer (mgm)'],0.0
27008,Snow White and the Three Stooges,['chanford'],0.0
27009,Squatters,['sony pictures home entertainment'],0.0
27010,The Hoodlum,['mary pickford company'],0.0
27011,Words and Music,['metro-goldwyn-mayer (mgm)'],0.0
27012,Hillside Cannibals,,0.0
27013,The Last of the Finest,"['orion pictures', 'davis entertainment']",0.0
27014,Tarzan's Greatest Adventure,,0.0
27015,The Last Flight,['gaumont'],0.0
27016,Lifeguard,['paramount pictures'],0.0
27017,Gunshy,['periscope pictures'],0.0
27018,Perfume,,0.0
27019,Cops and Robbers,"['de laurentiis', 'lux film', 'golden film']",0.0
27020,Rock Around the Clock,['clover productions'],0.0
27021,Monday Night Mayhem,,0.0
27022,The New Protocol,,0.0
27023,Holocaust 2000,"['embassy films', 'aston film']",0.0
27024,The Virgin of Nuremberg,['atlantica cinematografica produzione films'],0.0
27025,Lizzie,"['empire films', 'dark morgue pictures', 'efish entertainment', 'sheerface productions']",0.0
27026,The Crying Dead,,0.0
27027,Illegal,"['haut et court', 'dharamsala', 'iris productions']",404.0
27028,My Reputation,['warner bros.'],0.0
27029,Scarred City,"['nu image films', 'millenium pictures']",0.0
27030,The Wind in the Willows,"['thames television', 'cosgrove hall films']",0.0
27031,A Boy and His Samurai,,0.0
27032,Slow Burn,,0.0
27033,Their Own Desire,['metro-goldwyn-mayer (mgm)'],0.0
27034,Home Sweet Home,,0.0
27035,One Night of Love,['columbia pictures corporation'],0.0
27036,Great Day in the Morning,"['rko pictures', 'edmund grainger productions']",0.0
27037,On Approval,"['independent producers', 'english films', 'ip-verity']",0.0
27038,Guns of Diablo,['metro-goldwyn-mayer (mgm)'],0.0
27039,Night and Fog,,0.0
27040,Shaolin Mantis,['shaw brothers'],0.0
27041,Evel Knievel,"['icon productions', 'apollomedia distribution', 'apolloproscreen filmproduktion']",0.0
27042,The Lion,,0.0
27043,The Smiling Ghost,['warner bros.'],0.0
27044,Such Is Life,,0.0
27045,Le Joli Mai,['sofracima'],0.0
27046,The Taming of the Shrew,['united artists'],0.0
27047,Outlaw Justice,,0.0
27048,Onionhead,['warner bros.'],0.0
27049,Mandalay,['warner bros.'],0.0
27050,The Hunters,,0.0
27051,The Midnight Game,,0.0
27052,Spark: A Burning Man Story,"['spark pictures', 'ignite channel']",0.0
27053,Anything You Want,,0.0
27054,Stalker,['black & blue films'],0.0
27055,The Scarlet Coat,['metro-goldwyn-mayer (mgm)'],0.0
27056,There's Always A Woman,['columbia pictures'],0.0
27057,The Law,"['british broadcasting corporation (bbc)', 'ministã¨re de la culture de la republique franã§aise', 'rhea films', 'evangelish reformiarte kirche', 'cof', 'french ministry of cooperation and development', ""les films de l'avenir"", 'waca films', 'filmcooperative', 'la fondation gan pour le cinã©ma', 'stanley thomas johnson stiftung']",0.0
27058,One Minute to Zero,['rko radio pictures'],0.0
27059,Two Flags West,['twentieth century fox film corporation'],0.0
27060,Haunted Gold,['leon schlesinger studios'],0.0
27061,Raffles,['howard productions'],0.0
27062,The Case of the Howling Dog,['warner bros.'],0.0
27063,Hollidaysburg,,0.0
27064,Hell's Highway,['rko radio pictures'],0.0
